NomCommune	Surface	Code insee	Pop 90	Pop 99	lon	lat	x mètres	y mètres	pixel x	pixel y
Hodent	443.9	95309	180	267	1.7630292703	49.1429796634	20842.597308287	112026.80362273	104.2129865414	560.1340181137
Chaumontel	427.1	95149	2933	3250	2.4360115612	49.1280210054	69935.165048458	109803.07324111	349.6758252423	549.0153662056
Marly-la-Ville	872	95371	5128	5696	2.5086786795	49.0812834474	75206.7828184561	104569.53490927	376.0339140923	522.8476745464
Vinantes	528.1	77525	247	287	2.7397170281	49.0033285071	92057.0481994901	95819.5520635694	460.2852409975	479.0977603178
Montigny-lès-Cormeilles	407.7	95424	17012	17183	2.1941424463	48.9941156857	52129.468254782	95064.5330955898	260.6473412739	475.3226654779
Porcheville	456.7	78501	2596	2502	1.7684678886	48.9764163698	20950.502417968	93498.32968996	104.7525120898	467.4916484498
Gressy	335.2	77214	868	813	2.6646862368	48.9652663329	86549.327023678	91607.4725353299	432.7466351184	458.0373626767
Magnanville	426.4	78354	6265	5624	1.6856007866	48.968543904	14870.431791019	92720.7700767796	74.3521589551	463.6038503839
Saint-Gratien	271.5	95555	19338	19226	2.285110181	48.968902914	58760.8009245021	92196.6879294896	293.8040046225	460.9834396474
Sammeron	609.6	77440	820	956	3.0771418474	48.9417698829	116752.098077793	88945.1830975097	583.760490389	444.7259154875
Vignely	361.7	77498	137	159	2.8161431022	48.9329236659	97630.6703134431	87974.3774138493	488.1533515672	439.8718870692
Le Pin	668.9	77363	952	1069	2.6278351769	48.9147491253	83824.6161942381	86001.9327273695	419.1230809712	430.0096636368
Crespières	1500	78189	1506	1466	1.9211676367	48.8821175716	31984.4257657471	82849.5275250394	159.9221288287	414.2476376252
Paris 10ème	290	75110	90083	89612	2.3605265487	48.8758388398	64198.4425101561	81800.7919418495	320.9922125508	409.0039597092
Paris  1er	182.1	75101	18360	16888	2.336354602	48.8626439999	62413.2403722841	80348.2558071101	312.0662018614	401.7412790356
Paris  6ème	212.6	75106	47891	44919	2.3328375955	48.8490187784	62142.422823658	78835.4285487896	310.7121141183	394.1771427439
Nogent-sur-Marne	283.3	94052	25248	28191	2.4817733174	48.8366680109	73062.6616482011	77380.0945169199	365.313308241	386.9004725846
Tacoignières	321.2	78605	778	956	1.6650232117	48.8328909805	13109.0199640481	77663.6634476399	65.5450998202	388.3183172382
Mareil-le-Guyon	413.1	78366	267	348	1.8515384758	48.7905277186	26730.366607156	72738.4703276595	133.6518330358	363.6923516383
Jouy-en-Josas	1022.6	78322	7687	7946	2.1634384049	48.7657777323	49613.67193668	69698.7301704697	248.0683596834	348.4936508523
Thiais	650	94073	27515	28232	2.3849018435	48.7612673138	65886.9969094801	69047.6247495301	329.4349845474	345.2381237477
Ablon-sur-Seine	116	94001	4938	4867	2.4211057832	48.7240492024	68517.8626090341	64889.5631698193	342.5893130452	324.4478158491
Limeil-Brévannes	695.7	94044	16070	17529	2.4894961705	48.7445678647	73563.315311459	67136.1392281894	367.8165765573	335.6806961409
Villecresnes	561.8	94075	7921	8361	2.5306065374	48.7208706356	76570.5018939821	64482.7030945597	382.8525094699	322.4135154728
Ballainvilliers	400.8	91044	2531	2749	2.2892233066	48.6713582303	58764.129625684	59110.8653982198	293.8206481284	295.5543269911
Pecqueuse	749.1	91482	474	587	2.0353225542	48.6486625325	40038.489672614	56786.1806533094	200.1924483631	283.9309032665
Clairefontaine-en-Yvelines	1728.9	78164	652	800	1.9066052666	48.6160367613	30506.91632474	53282.9765423592	152.5345816237	266.4148827118
Andrezel	809.8	77004	358	365	2.8076015088	48.6148482115	96918.689780488	52610.11766891	484.5934489024	263.0505883446
Beauvoir	394.3	77029	186	193	2.8630292282	48.6417759057	101009.680420972	55595.2263426296	505.0484021049	277.9761317131
Ormoy	188.8	91468	904	1241	2.4582801982	48.5732797849	71137.3653184291	48108.7654640097	355.6868265921	240.54382732
Auffreville-Brasseuil	235	78031	560	586	1.705373366	48.9544930087	16292.287856787	91134.5248182993	81.4614392839	455.6726240915
Villette	462.3	78677	439	470	1.6945641772	48.9263059616	15448.956352463	88013.48658696	77.2447817623	440.0674329348
Forges	1334.6	77194	286	345	2.9489184102	48.4224907695	107321.897179665	31210.9846093096	536.6094858983	156.0549230465
Theuville	492.6	95611	55	59	2.0691108894	49.157006102	43193.771535219	113280.21398027	215.9688576761	566.4010699014
Saint-Clair-sur-Epte	1229.8	95541	782	801	1.7025350092	49.2131267893	16557.073555759	119898.98723247	82.7853677788	599.4949361624
Buhy	698.3	95119	239	267	1.7021932932	49.1920368872	16493.621190842	117553.845814319	82.4681059542	587.7692290716
Villiers-sous-Grez	1219.1	77520	779	764	2.6388520998	48.3141465611	84326.6738636621	19228.4957050895	421.6333693183	96.1424785254
Bernes-sur-Oise	550.8	95058	2434	2220	2.3012023165	49.165215985	60132.1658471361	114018.62364911	300.6608292357	570.0931182456
Bruyères-sur-Oise	892.2	95116	3162	3391	2.3283537569	49.1612703312	62108.759645696	113562.58941604	310.5437982285	567.8129470802
Montreuil-sur-Epte	735	95429	299	350	1.6858680049	49.1705681285	15263.9094150671	115185.90222615	76.3195470753	575.9295111308
Ronquerolles	476.4	95529	696	742	2.2138760936	49.1679282126	53765.956119195	114380.17330083	268.829780596	571.9008665042
Parmain	882.5	95480	5155	5274	2.2012342183	49.1227484727	52793.13179042	109364.548483989	263.9656589521	546.8227424199
Port-Villez	536.9	78503	164	176	1.5162418126	49.0581360718	2659.79043511	102902.35128757	13.2989521756	514.5117564379
Vaudherland	9.8	95633	93	88	2.4859931101	49.0003663735	73490.890293943	95581.1585711893	367.4544514697	477.9057928559
Le Blanc-Mesnil	807	93007	46956	46936	2.4615242735	48.9394037117	71654.2826927271	88813.7984652594	358.2714134636	444.0689923263
Bois-Colombes	193	92009	24415	23885	2.2676934348	48.915317071	57430.4140235051	86249.68496475	287.1520701175	431.2484248238
Montdauphin	987.3	77303	157	184	3.4199688961	48.8527824755	141917.967464232	79129.0518241599	709.5898373212	395.6452591208
Rennemoulin	220.2	78518	122	128	2.0420729564	48.8331704494	40784.59279285	77292.8930991795	203.9229639643	386.4644654959
Saint-Forget	599.8	78548	458	521	1.9971815906	48.7125434586	37319.189609224	63922.7615463501	186.5959480461	319.6138077318
Courtomer	464.6	77138	491	554	2.896298912	48.6579419294	103463.222748372	57388.7480307501	517.3161137419	286.9437401538
Brétigny-sur-Orge	1462.6	91103	19671	21650	2.3027687778	48.602562543	59693.9723012861	51453.9876777595	298.4698615064	257.2699383888
Paroy	426.4	77355	177	193	3.2011788783	48.4814364928	125968.663293734	37780.9543164093	629.8433164687	188.904771582
Berville	850.6	95059	317	366	2.0694656211	49.19256653	43266.2583218231	117234.97361241	216.3312916091	586.1748680621
La Chapelle-en-Vexin	364.8	95139	344	320	1.7276049655	49.183681625	18330.945004696	116594.46103134	91.6547250235	582.9723051567
Arronville	1591.3	95023	553	610	2.1135251298	49.1745480704	46455.508935797	115193.95840559	232.277544679	575.969792028
Haravilliers	1105.7	95298	414	460	2.036260716	49.174905453	40821.800902678	115299.71863464	204.1090045134	576.4985931732
Saint-Gervais	1346.5	95554	703	893	1.7622320959	49.1668881591	20826.1175153541	114686.64597517	104.1305875768	573.4332298759
Magny-en-Vexin	1452.6	95355	5050	5656	1.8104850604	49.1592810426	24332.3695553481	113786.531671859	121.6618477767	568.9326583593
Frouville	744.7	95258	326	373	2.1464795138	49.1578506814	48838.517954841	113310.376513399	244.1925897742	566.551882567
Le Heaulme	193.2	95303	187	187	1.9995739809	49.1665380457	38134.8204047091	114402.37544839	190.6741020235	572.011877242
Nucourt	769.3	95459	542	779	1.855807656	49.1595803231	27638.6585008571	113770.96171496	138.1932925043	568.8548085748
Chars	1684.7	95142	1519	1721	1.9306751884	49.1581139679	33097.2769807021	113531.333130689	165.4863849035	567.6566656534
Hédouville	534.5	95304	283	283	2.1782679312	49.1584975308	51158.084110926	113357.72090654	255.7904205546	566.7886045327
Ambleville	804	95011	319	350	1.6951349154	49.1508331067	15903.394443467	112979.92488751	79.5169722173	564.8996244376
Marines	828.2	95370	2495	2925	1.9837817779	49.1474394536	36955.736997243	112292.98624278	184.7786849862	561.4649312139
Omerville	1235.6	95462	280	337	1.7223967366	49.1427168329	17877.527627351	112044.782138109	89.3876381368	560.2239106905
Champagne-sur-Oise	955.3	95134	3700	3889	2.2283015622	49.1426610656	54790.565010354	111559.552628189	273.9528250518	557.7977631409
Bréançon	1067.7	95102	311	332	2.0231558218	49.1490760407	39830.6527560661	112438.74706183	199.1532637803	562.1937353092
Le Bellay-en-Vexin	511.8	95054	154	258	1.8775963224	49.149432091	29211.869212358	112619.513090029	146.0593460618	563.0975654501
Nesles-la-Vallée	1350.7	95446	1670	1829	2.1724942454	49.1260356277	50699.087862729	109751.740143269	253.4954393136	548.7587007163
Menouville	281.5	95387	63	84	2.1069306143	49.1530945638	45947.6405405981	112813.311034749	229.738202703	564.0665551737
Bray-et-Lû	374.2	95101	713	753	1.6660422214	49.142748373	13765.916358798	112116.289455269	68.829581794	560.5814472763
Persan	512.6	95487	10659	9600	2.2699990879	49.1497121493	57840.381931538	112314.84696567	289.2019096577	561.5742348284
Asnières-sur-Oise	1415.6	95026	2321	2479	2.3794488669	49.1405232161	65817.614498113	111224.545380429	329.0880724906	556.1227269021
Grisy-les-Plâtres	719.6	95287	481	556	2.0485764468	49.1336002626	41664.510135506	110694.93331596	208.3225506775	553.4746665798
Labbeville	807.8	95328	431	489	2.1349513942	49.1341324092	47968.697591295	110681.61002451	239.8434879565	553.4080501226
Vallangoujard	753.6	95627	564	635	2.1034869672	49.1346441048	45673.1224089101	110764.13337943	228.3656120446	553.8206668972
Beaumont-sur-Oise	561.8	95052	8151	8390	2.2994509246	49.1402162231	59979.756730597	111239.23590016	299.898783653	556.1961795008
Epiais-Rhus	1050.1	95213	529	636	2.073030441	49.123746392	43436.2590592151	109577.79854953	217.1812952961	547.8889927477
Charmont	360.5	95141	30	32	1.789682323	49.1376708574	22778.197685476	111406.264063249	113.8909884274	557.0313203162
Brignancourt	309.4	95110	188	205	1.9441454844	49.1398580113	34052.6831797351	111487.75813712	170.2634158987	557.4387906856
Noisy-sur-Oise	381.1	95456	560	667	2.3281786851	49.1346558063	62070.803995482	110602.586087639	310.3540199774	553.0129304382
Moussy	482.1	95438	102	113	1.9087350821	49.1349489544	31461.309178965	110976.9341543	157.3065458948	554.8846707715
Santeuil	537.6	95584	562	578	1.9572083946	49.1287097852	34989.4877985191	110235.24642645	174.9474389926	551.1762321323
Cléry-en-Vexin	516	95166	356	411	1.8480587776	49.131889004	27028.5300345981	110699.528200259	135.142650173	553.4976410013
Banthelu	827.3	95046	125	138	1.81520122	49.1258996713	24620.654855457	110068.93094408	123.1032742773	550.3446547204
Luzarches	2053.2	95352	3371	3899	2.4409092592	49.1154193829	70282.722427324	108398.97825841	351.4136121366	541.9948912921
Le Plessis-Luzarches	91.6	95493	137	140	2.4555246447	49.0962327326	71335.040080074	106257.61269822	356.6752004004	531.2880634911
Commeny	476.1	95169	352	375	1.8877845994	49.1263918581	29919.050394824	110046.608910009	149.5952519741	550.23304455
Chaussy	1476.1	95150	462	602	1.7036134347	49.1132781494	16453.3237024291	108793.28872226	82.2666185121	543.9664436113
Genainville	1055.5	95270	476	490	1.7544469795	49.1167907429	20170.476395493	109124.18128288	100.8523819775	545.6209064144
Viarmes	824.2	95652	4315	4681	2.3786402808	49.1234066564	65743.629945929	109321.2972241	328.7181497296	546.6064861205
Mours	246.4	95436	1542	1475	2.2640917034	49.1304028587	57389.3768383521	110171.268469959	286.9468841918	550.8563423498
Nointel	324.8	95452	782	754	2.2948568239	49.1285547939	59632.9362284241	109945.23852124	298.1646811421	549.7261926062
Frémécourt	431.7	95254	396	464	1.9929946733	49.1230762659	37593.335936671	109574.81652614	187.9666796834	547.8740826307
Guiry-en-Vexin	618	95295	156	175	1.856554336	49.1155956227	27622.2803162161	108878.50693761	138.1114015811	544.3925346881
Maudétour-en-Vexin	664.7	95379	183	177	1.7769410984	49.1099538535	21800.7329546061	108338.19105885	109.003664773	541.6909552943
Amenucourt	879.1	95012	170	173	1.6490812371	49.1093390132	12464.869883192	108421.974829759	62.324349416	542.1098741488
Cormeilles-en-Vexin	959.6	95177	802	863	2.0191795244	49.1135497851	39491.477083091	108491.280728649	197.4573854155	542.4564036432
L/Isle-Adam	1574.4	95313	9979	11163	2.23489337	49.1074134325	55233.5664418651	107634.70226317	276.1678322093	538.1735113159
Le Perchay	549.6	95483	334	476	1.9275530058	49.1163167067	32806.399641754	108885.970638369	164.0319982088	544.4298531918
Seugy	171.4	95594	762	1049	2.3934820442	49.1223826813	66826.141142691	109198.987492179	334.1307057135	545.9949374609
Presles	1020.5	95504	3566	3728	2.2866799756	49.112030762	59019.523949597	108112.827470439	295.097619748	540.5641373522
Us	1093.7	95625	1260	1253	1.9580426646	49.105057097	35015.6635421481	107603.965700299	175.0783177107	538.0198285015
Saint-Martin-du-Tertre	1178.2	95566	2359	2346	2.3341188543	49.1037357234	62475.3142420971	107160.026250689	312.3765712105	535.8001312534
Survilliers	540.3	95604	3661	3654	2.5442169164	49.1067205879	77819.394073755	107383.03058239	389.0969703688	536.915152912
Hérouville	845.2	95308	439	598	2.1278093111	49.1054723422	47412.270524979	107499.89114265	237.0613526249	537.4994557133
Gouzangrez	76	95282	174	171	1.909314731	49.1136000105	31470.811755673	108602.08070083	157.3540587784	543.0104035042
Crouy-sur-Ourcq	1938	77148	1260	1585	3.0799824498	49.0867195716	116943.854632443	105065.421056899	584.7192731622	525.3271052845
Gadancourt	465.5	95259	61	76	1.8586748	49.0980824353	27748.923924115	106928.63330319	138.7446196206	534.643166516
Wy-Dit-Joly-Village	842.4	95690	262	307	1.8252484977	49.0961425752	25304.7319593921	106748.70693131	126.523659797	533.7435346566
Piscop	413.5	95489	664	632	2.3415003452	49.0166491159	62933.5639182561	97470.4056694796	314.6678195913	487.3520283474
Avernes	1257.5	95040	704	776	1.8691205958	49.0889443228	28497.184309728	105901.42304852	142.4859215486	529.5071152426
Livilliers	659.6	95341	386	367	2.0952659481	49.1005594588	45029.738604584	106980.250585089	225.1486930229	534.9012529254
Arthies	756.8	95024	194	258	1.7970290029	49.0947506435	23241.5573881101	106624.94438978	116.2077869406	533.1247219489
Bellefontaine	758	95055	474	485	2.4697595445	49.0931911618	72372.408178191	105912.26213346	361.862040891	529.5613106673
Théméricourt	753.3	95610	229	229	1.9044116474	49.0907179305	31077.5534600681	106062.32096726	155.3877673003	530.3116048363
Coulombs-en-Valois	2241.1	77129	482	563	3.1283286734	49.0776679895	120477.162473062	104063.37739524	602.3858123653	520.3168869762
La Roche-Guyon	464	95523	561	550	1.6344475075	49.0875155264	11354.531913351	106013.50251735	56.7726595668	530.0675125868
Belloy-en-France	945.5	95056	1540	1536	2.371098841	49.0924613663	65165.7254064031	105883.989115059	325.828627032	529.4199455753
Génicourt	648.4	95271	520	544	2.061037022	49.0948447845	42522.60727442	106373.89100133	212.6130363721	531.8694550067
Chérence	861.1	95157	141	143	1.6816429064	49.0914985734	14808.9844724761	106397.84463245	74.0449223624	531.9892231623
Vigny	681.3	95658	1004	1036	1.9297427307	49.0804431542	32912.175300805	104894.30215327	164.560876504	524.4715107664
Ableiges	792.8	95002	900	957	1.9739088049	49.0856109199	36146.066336593	105426.17414206	180.730331683	527.1308707103
Othis	1307.6	77349	5591	6479	2.6554601628	49.0828421594	85930.847863522	104686.13426553	429.6542393176	523.4306713277
Valmondois	460.8	95628	1095	1213	2.1801307469	49.0973876528	51223.395832594	106559.82040789	256.116979163	532.7991020395
Fosses	364.2	95250	9620	9998	2.4995339609	49.0998899431	74551.82328688	106643.09258303	372.7591164344	533.2154629152
Auvers-sur-Oise	1280.9	95039	6129	6820	2.1547812226	49.0799815325	49351.38415304	104643.55624159	246.7569207652	523.217781208
Lassy	195.2	95331	170	180	2.4374826429	49.094555047	70016.022976539	106080.26198244	350.0801148827	530.4013099122
Montgeroult	499.6	95422	347	411	2.0077733055	49.0904764463	38626.5068847	105935.65565588	193.1325344235	529.6782782794
Villers-en-Arthies	837.9	95676	350	426	1.7300465138	49.0857483262	18333.7652641151	105700.44628968	91.6688263206	528.5022314484
Boissy-l'Aillerie	567.3	95078	1659	1668	2.0328823859	49.0832468953	40450.594698366	105108.897986449	202.2529734918	525.5444899322
Epinay-Champlâtreux	359.3	95214	66	75	2.4053011715	49.0907871306	67662.439798427	105678.430932269	338.3121989921	528.3921546613
Nerville-la-Forêt	669.7	95445	577	749	2.276416402	49.0901136313	58247.833079151	105682.11265038	291.2391653958	528.4105632519
Haute-Isle	258.9	95301	245	296	1.6625936268	49.0835235603	13402.743998545	105534.39600647	67.0137199927	527.6719800324
Maffliers	679.1	95353	1168	1370	2.3120478296	49.0837689154	60844.2743476881	104953.22374329	304.2213717384	524.7661187165
Oissery	1514.5	77344	1465	1546	2.8178334585	49.0705819212	97789.833845007	103283.01739869	488.949169225	516.4150869935
Saint-Witz	772.3	95580	2074	1925	2.5530348678	49.0858530912	78450.1462009581	105058.50332585	392.2507310048	525.2925166293
Moussy-le-Neuf	1486	77322	2218	2387	2.6069194881	49.0700977937	82377.686142004	103285.313309849	411.88843071	516.4265665492
Jagny-sous-Bois	425.9	95316	218	224	2.4443990874	49.0812784722	70510.788131929	104600.11289019	352.5539406596	523.000564451
Ennery	742	95211	2037	2036	2.1093359009	49.0781505247	46029.091520805	104476.422130019	230.145457604	522.3821106501
May-en-Multien	1909	77283	692	797	3.0249695557	49.0698835084	112925.774859173	103190.27573251	564.6288742959	515.9513786626
Butry-sur-Oise	280.5	95120	1878	1969	2.1924138943	49.0838158403	52105.005718659	105041.205643079	260.5250285933	525.2060282154
Vincy-Manoeuvre	490.6	77526	166	193	2.9590458784	49.0753878708	108108.827468794	103802.9445162	540.544137344	519.014722581
Villiers-Adam	983.6	95678	772	775	2.2396176217	49.0700770503	55538.5307877091	103479.03936456	277.6926539385	517.3951968228
Aincourt	1006.6	95008	622	657	1.7737991985	49.0728306376	21507.235091169	104213.420980619	107.5361754558	521.0671049031
Saint-Pathus	535.9	77430	4515	4829	2.7878314281	49.0747397129	95598.7633249781	103750.909004769	477.9938166249	518.7545450238
Mériel	530.7	95392	3985	4062	2.213770765	49.0774820009	53658.111627402	104321.05582943	268.290558137	521.6052791472
Puiseux-en-France	522.1	95509	3121	2929	2.4884587178	49.0668119207	73719.169935083	102969.46044333	368.5958496754	514.8473022167
Gommecourt	575.4	78276	559	567	1.5946196955	49.0712727313	8413.4661132101	104258.338854959	42.0673305661	521.2916942748
Puisieux	929.4	77380	227	282	2.916437939	49.0665141207	104994.608811789	102818.48518979	524.9730440589	514.092425949
Osny	1236.9	95476	12195	14309	2.062978047	49.0681598543	42629.1485030471	103404.559811169	213.1457425152	517.0227990558
Villiers-le-Sec	326.9	95682	161	168	2.3869343342	49.074429805	66306.768712917	103869.50765334	331.5338435646	519.3475382667
Courcelles-sur-Viosne	366.7	95181	287	275	1.9964525737	49.0729651533	37774.9058377871	103998.68382216	188.8745291889	519.9934191108
Mareil-en-France	704.4	95365	475	498	2.4178638521	49.0696320816	68562.696173089	103318.82846316	342.8134808654	516.5941423158
Moisson	999.2	78410	662	795	1.664165671	49.0680333167	13488.428265183	103809.907592829	67.4421413259	519.0495379641
Germigny-sous-Coulombs	657.5	77204	147	166	3.161711533	49.0641568722	122919.267662781	102565.19015978	614.5963383139	512.8259507989
Villaines-sous-Bois	189.1	95660	475	583	2.3570773822	49.0758892629	64126.6024906951	104049.16979211	320.6330124535	520.2458489606
Rouvres	417.2	77392	566	596	2.7189538305	49.0641791523	90561.960801751	102592.118587499	452.8098040088	512.9605929375
Etrépilly	1323.9	77173	612	812	2.9307805686	49.0429216372	106040.440520261	100193.621181199	530.2022026013	500.968105906
Vémars	825.7	95641	2099	2058	2.5660299705	49.0633148885	79385.6588200381	102546.599076769	396.9282941002	512.7329953838
Vétheuil	435.4	95651	732	858	1.7067168885	49.0620586137	16586.586187792	103093.746448199	82.932930939	515.468732241
Douy-la-Ramée	795.8	77163	210	234	2.8839087183	49.0617703383	102616.661003729	102293.90389169	513.0833050186	511.4695194585
Villeron	559.3	95675	361	702	2.5349941372	49.061440306	77116.287862323	102351.0298085	385.5814393116	511.7551490425
Frémainville	564.7	95253	432	477	1.8703554808	49.066181762	28551.162952224	103368.784324259	142.7558147611	516.8439216213
Vienne-en-Arthies	379.5	95656	326	352	1.7221285431	49.0663433381	17720.499775049	103551.87922903	88.6024988752	517.7593961452
Limetz-Villez	948	78337	1400	1753	1.5503893388	49.0600722148	5159.152454793	103071.288935849	25.795762274	515.3564446792
Montsoult	388.7	95430	3523	3519	2.3048501861	49.0716421269	60306.6058925501	103609.16358318	301.5330294628	518.0458179159
Longuesse	849.9	95348	425	511	1.9260927841	49.0617071204	32617.201394513	102814.343994919	163.0860069726	514.0717199746
Puiseux-Pontoise	383.2	95510	175	422	2.0164308169	49.0636189237	39221.633716149	102940.937200219	196.1081685807	514.7046860011
Lainville	773.3	78329	664	753	1.8174713334	49.0623040085	24680.4203971351	102994.14312384	123.4021019857	514.9707156192
Le Plessis-Placy	825.6	77367	224	262	2.9853651523	49.0534560009	110031.409176877	101363.079847289	550.1570458844	506.8153992364
Attainville	726.2	95028	1375	1732	2.3502690984	49.061135294	63615.670833583	102412.40439738	318.0783541679	512.0620219869
Freneuse	1039	78255	3694	3592	1.6104498505	49.0489976169	9526.423507994	101760.89980995	47.63211754	508.8044990498
Chauvry	499.7	95151	287	279	2.269913686	49.0532016588	57734.906546355	101581.40770903	288.6745327318	507.9070385452
Châtenay-en-France	310.5	95144	60	61	2.4627582455	49.0652085394	71839.8668658331	102803.61431619	359.1993343292	514.018071581
Saint-Cyr-en-Arthies	390.7	95543	194	226	1.7414481207	49.0589882122	19119.123195585	102711.29794106	95.5956159779	513.5564897053
Baillet-en-France	802.7	95042	1409	1710	2.3029786145	49.0587353132	60157.182870587	102174.972182809	300.7859143529	510.874860914
Méry-sur-Oise	993.7	95394	6179	8929	2.1741899182	49.0546885502	50739.8688281541	101815.69924463	253.6993441408	509.0784962232
Sagy	1056.9	95535	1096	1127	1.9688765715	49.0523235169	35730.144276417	101729.150550039	178.6507213821	508.6457527502
Béthemont-la-Forêt	378.8	95061	480	451	2.2516102878	49.0546746596	56398.5968243771	101757.74610102	281.9929841219	508.7887305051
Dammartin-en-Goèle	895.2	77153	6620	7805	2.6796078946	49.0544807097	87682.1490213521	101524.45586231	438.4107451068	507.6222793116
Pontoise	717	95500	27150	27494	2.0942718537	49.0514704263	44894.522551778	101521.865698759	224.4726127589	507.6093284938
Le Mesnil-Aubry	673.3	95395	693	757	2.3923057673	49.0535198613	66681.334204116	101541.01107349	333.4066710206	507.7050553675
Fontenay-en-Parisis	1076.9	95241	1716	1710	2.4466884527	49.0500394688	70653.6937330021	101124.724122389	353.268468665	505.6236206119
Blaru	1502.3	78068	745	802	1.4803465517	49.0409961376	0	101046.37873992	0	505.2318936996
Treuzy-Levelay	1409.1	77473	432	431	2.7946151828	48.2733816923	95862.6909281061	14656.3046142394	479.3134546405	73.2815230712
Seraincourt	1135	95592	1131	1261	1.8779874934	49.0413606299	29069.6191693561	100600.61785985	145.3480958468	503.0030892993
Saint-Ouen-l'Aumône	1386.9	95572	18673	19660	2.1286800665	49.0441316132	47400.573515957	100677.42885254	237.0028675798	503.3871442627
Mousseaux-sur-Seine	723.8	78437	494	558	1.6498748393	49.0509954949	12411.865206816	101933.065787179	62.0593260341	509.6653289359
Longperrier	465.9	77259	1089	2071	2.6559405001	49.0508731779	85950.446506798	101130.52546394	429.752232534	505.6526273197
Jambville	487	78317	586	623	1.8486817878	49.0481491773	26938.205003828	101386.364709419	134.6910250191	506.9318235471
Bennecourt	695.2	78057	1572	1784	1.5721390979	49.0479214866	6724.0824647921	101691.198672259	33.620412324	508.4559933613
Forfry	585.4	77193	93	183	2.849379044	49.0534442592	100091.304153057	101372.17552266	500.4565207653	506.8608776133
Louvres	1140.7	95351	7508	8797	2.5034504775	49.0420769439	74797.412035153	100211.60819342	373.9870601758	501.0580409671
Dhuisy	817.9	77157	220	241	3.1639840357	49.0352790658	123092.014794905	99353.8939243797	615.4600739745	496.7694696219
Drocourt	386.9	78202	385	407	1.7677327978	49.0525120059	21028.757797025	101960.831209649	105.1437889851	509.8041560482
Moussy-le-Vieux	721.2	77323	836	1008	2.6233724998	49.0478167544	83568.1245388701	100801.4736153	417.8406226944	504.0073680765
Vendrest	1776.2	77490	470	609	3.1086326842	49.0414950651	119043.662461236	100038.21138972	595.2183123062	500.1910569486
Marchémoret	700.7	77273	307	332	2.7518730578	49.0532065985	92963.895883471	101363.74008991	464.8194794174	506.8187004496
Ocquerre	1016.7	77343	284	307	3.0603714952	49.0337859372	115515.782782609	99177.0747400494	577.578913913	495.8853737002
Trocy-en-Multien	752.7	77476	205	225	2.9624179813	49.0422331661	108353.457233512	100115.489118219	541.7672861676	500.5774455911
Courdimanche	547.9	95183	1537	5895	1.9992260607	49.0407481227	37932.135085203	100413.35745921	189.660675426	502.0667872961
Frépillon	338.3	95256	2211	2262	2.2052173096	49.0500201261	53002.463568922	101273.25266362	265.0123178446	506.3662633181
Sailly	549	78536	334	349	1.7932889191	49.0430887934	22880.617115765	100884.103240649	114.4030855788	504.4205162032
Montalet-le-Bois	305.2	78416	244	291	1.8299513958	49.0491369606	25570.714511313	101516.335229689	127.8535725566	507.5816761484
Méricourt	245.6	78391	359	360	1.6241830108	49.0374750726	10507.8750194421	100462.04378128	52.5393750972	502.3102189064
Saint-Martin-la-Garenne	1599.6	78567	654	740	1.6781847637	49.0359648247	14453.042271366	100226.662275829	72.2652113568	501.1333113791
Cergy	1470.8	95127	48226	54781	2.0510434442	49.0402790219	41719.8163933241	100314.41805968	208.5990819666	501.5720902984
Lizy-sur-Ourcq	1120.4	77257	3047	3377	3.0186446567	49.0348299336	112464.513728418	99291.6544418596	562.3225686421	496.4582722093
Saint-Soupplets	1366.6	77437	2721	2890	2.8029515545	49.0371902315	96693.113437409	99571.9680310693	483.465567187	497.8598401553
Ezanville	520.1	95229	9153	8825	2.3623768744	49.038889023	64480.5682407781	99931.15162687	322.4028412039	499.6557581344
Saint-Mard	629.7	77420	2959	3445	2.6973420911	49.0391747275	88971.896517285	99817.1039564498	444.8594825864	499.0855197822
Chennevières-lès-Louvres	462.4	95154	197	218	2.5468259862	49.0423157787	77968.800337758	100219.098280829	389.8440016888	501.0954914041
Villeneuve-sous-Dammartin	761.6	77511	413	534	2.6366766733	49.0285740624	84530.861303529	98656.8866559798	422.6543065176	493.2844332799
Marcilly	695.1	77274	360	353	2.8812781196	49.0373078251	102420.313977643	99573.59453947	512.1015698882	497.8679726974
Condécourt	696.3	95170	532	486	1.9362900823	49.0378787869	33326.703261276	100154.428415749	166.6335163064	500.7721420787
Follainville-Dennemont	976	78239	1775	1912	1.7084864906	49.0226698129	16644.2531413001	98711.62055868	83.2212657065	493.5581027934
Taverny	1042.6	95607	25151	25909	2.2214718664	49.0263262378	54164.654410493	98626.4564031297	270.8232720525	493.1322820156
Moisselles	149.3	95409	816	962	2.3373725706	49.0459316637	62658.962632483	100729.418297729	313.2948131624	503.6470914886
Bouffémont	454	95091	5700	5701	2.2983467492	49.0413635819	59801.490090557	100246.04875902	299.0074504528	501.2302437951
Fontenay-Saint-Père	1308.1	78246	927	987	1.754598753	49.028218537	20026.194932686	99274.45485882	100.1309746634	496.3722742941
Montgé-en-Goèle	1156.8	77308	584	633	2.745127843	49.0298671953	92462.466188656	98769.6523495996	462.3123309433	493.848261748
Jeufosse	358.3	78320	297	346	1.537107106	49.034758454	4136.4027035771	100274.41010219	20.6820135179	501.372050511
